Date,Price,Open,High,Low,Change %,,,,
"Apr 07, 2016",7.449,7.449,7.449,7.449,-0.17%,Apr,2016,07,
"Apr 06, 2016",7.462,7.462,7.462,7.462,0.00%,Apr,2016,06,
"Apr 05, 2016",7.462,7.462,7.462,7.462,0.65%,Apr,2016,05,
"Apr 04, 2016",7.414,7.414,7.414,7.414,-0.66%,Apr,2016,04,
"Mar 31, 2016",7.463,7.463,7.463,7.463,-0.40%,Mar,2016,31,
"Mar 30, 2016",7.493,7.493,7.493,7.493,-0.28%,Mar,2016,30,
"Mar 29, 2016",7.514,7.514,7.514,7.514,0.19%,Mar,2016,29,
"Mar 28, 2016",7.5,7.5,7.5,7.5,-0.15%,Mar,2016,28,
"Mar 23, 2016",7.511,7.511,7.511,7.511,0.07%,Mar,2016,23,
"Mar 22, 2016",7.506,7.506,7.506,7.506,0.00%,Mar,2016,22,
"Mar 21, 2016",7.506,7.506,7.506,7.506,-0.19%,Mar,2016,21,
"Mar 18, 2016",7.52,7.52,7.52,7.52,0.01%,Mar,2016,18,
"Mar 17, 2016",7.519,7.519,7.519,7.519,-0.69%,Mar,2016,17,
"Mar 16, 2016",7.571,7.571,7.571,7.571,-0.12%,Mar,2016,16,
"Mar 15, 2016",7.58,7.58,7.58,7.58,-0.28%,Mar,2016,15,
"Mar 14, 2016",7.601,7.601,7.601,7.601,-0.37%,Mar,2016,14,
"Mar 11, 2016",7.629,7.629,7.629,7.629,-0.09%,Mar,2016,11,
"Mar 10, 2016",7.636,7.636,7.636,7.636,-0.21%,Mar,2016,10,
"Mar 09, 2016",7.652,7.652,7.652,7.652,0.16%,Mar,2016,09,
"Mar 08, 2016",7.64,7.64,7.64,7.64,0.04%,Mar,2016,08,
"Mar 04, 2016",7.637,7.637,7.637,7.637,-0.30%,Mar,2016,04,
"Mar 03, 2016",7.66,7.66,7.66,7.66,0.49%,Mar,2016,03,
"Mar 02, 2016",7.623,7.623,7.623,7.623,0.24%,Mar,2016,02,
"Mar 01, 2016",7.605,7.605,7.605,7.605,-0.28%,Mar,2016,01,
"Feb 29, 2016",7.626,7.626,7.626,7.626,-2.03%,Feb,2016,29,
"Feb 26, 2016",7.784,7.784,7.784,7.784,-1.03%,Feb,2016,26,
"Feb 25, 2016",7.865,7.865,7.865,7.865,0.49%,Feb,2016,25,
"Feb 24, 2016",7.827,7.827,7.827,7.827,0.06%,Feb,2016,24,
"Feb 23, 2016",7.822,7.822,7.822,7.822,0.63%,Feb,2016,23,
"Feb 22, 2016",7.773,7.773,7.773,7.773,0.44%,Feb,2016,22,
"Feb 18, 2016",7.739,7.739,7.739,7.739,-0.64%,Feb,2016,18,
"Feb 17, 2016",7.789,7.789,7.789,7.789,0.09%,Feb,2016,17,
"Feb 16, 2016",7.782,7.782,7.782,7.782,0.36%,Feb,2016,16,
"Feb 15, 2016",7.754,7.754,7.754,7.754,0.40%,Feb,2016,15,
"Feb 14, 2016",7.723,7.723,7.723,7.723,0.00%,Feb,2016,14,
"Feb 12, 2016",7.723,7.723,7.723,7.723,0.04%,Feb,2016,12,
"Feb 11, 2016",7.72,7.72,7.72,7.72,-0.04%,Feb,2016,11,
"Feb 10, 2016",7.723,7.723,7.723,7.723,-0.23%,Feb,2016,10,
"Feb 09, 2016",7.741,7.741,7.741,7.741,0.16%,Feb,2016,09,
"Feb 08, 2016",7.729,7.729,7.729,7.729,-1.19%,Feb,2016,08,
"Feb 05, 2016",7.822,7.822,7.822,7.822,-0.19%,Feb,2016,05,
"Feb 04, 2016",7.837,7.837,7.837,7.837,-0.19%,Feb,2016,04,
"Feb 03, 2016",7.852,7.852,7.852,7.852,0.04%,Feb,2016,03,
"Feb 02, 2016",7.849,7.849,7.849,7.849,0.73%,Feb,2016,02,
"Feb 01, 2016",7.792,7.792,7.792,7.792,0.12%,Feb,2016,01,
"Jan 29, 2016",7.783,7.783,7.783,7.783,-0.26%,Jan,2016,29,
"Jan 28, 2016",7.803,7.803,7.803,7.803,0.19%,Jan,2016,28,
"Jan 27, 2016",7.788,7.788,7.788,7.788,-0.23%,Jan,2016,27,
"Jan 25, 2016",7.806,7.806,7.806,7.806,0.35%,Jan,2016,25,
"Jan 22, 2016",7.779,7.779,7.779,7.779,0.40%,Jan,2016,22,
"Jan 21, 2016",7.748,7.748,7.748,7.748,-0.14%,Jan,2016,21,
"Jan 20, 2016",7.759,7.759,7.759,7.759,-0.27%,Jan,2016,20,
"Jan 19, 2016",7.78,7.78,7.78,7.78,-0.41%,Jan,2016,19,
"Jan 18, 2016",7.812,7.812,7.812,7.812,0.04%,Jan,2016,18,
"Jan 15, 2016",7.809,7.809,7.809,7.809,0.26%,Jan,2016,15,
"Jan 14, 2016",7.789,7.789,7.789,7.789,0.30%,Jan,2016,14,
"Jan 13, 2016",7.766,7.766,7.766,7.766,0.09%,Jan,2016,13,
"Jan 12, 2016",7.759,7.759,7.759,7.759,0.06%,Jan,2016,12,
"Jan 11, 2016",7.754,7.754,7.754,7.754,0.17%,Jan,2016,11,
"Jan 10, 2016",7.741,7.741,7.741,7.741,0.00%,Jan,2016,10,
"Jan 08, 2016",7.741,7.741,7.741,7.741,0.06%,Jan,2016,08,
"Jan 07, 2016",7.736,7.736,7.736,7.736,-0.03%,Jan,2016,07,
"Jan 06, 2016",7.738,7.738,7.738,7.738,-0.01%,Jan,2016,06,
"Jan 05, 2016",7.739,7.739,7.739,7.739,0.21%,Jan,2016,05,
"Jan 04, 2016",7.723,7.723,7.723,7.723,-0.12%,Jan,2016,04,
"Jan 01, 2016",7.732,7.732,7.732,7.732,-0.34%,Jan,2016,01,
"Dec 31, 2015",7.758,7.758,7.758,7.758,0.10%,Dec,2015,31,
"Dec 30, 2015",7.75,7.75,7.75,7.75,-0.10%,Dec,2015,30,
"Dec 29, 2015",7.758,7.758,7.758,7.758,-0.04%,Dec,2015,29,
"Dec 28, 2015",7.761,7.761,7.761,7.761,0.15%,Dec,2015,28,
"Dec 23, 2015",7.749,7.749,7.749,7.749,-0.14%,Dec,2015,23,
"Dec 22, 2015",7.76,7.76,7.76,7.76,-0.15%,Dec,2015,22,
"Dec 21, 2015",7.772,7.772,7.772,7.772,0.57%,Dec,2015,21,
"Dec 18, 2015",7.728,7.728,7.728,7.728,0.23%,Dec,2015,18,
"Dec 17, 2015",7.71,7.71,7.71,7.71,-0.37%,Dec,2015,17,
"Dec 16, 2015",7.739,7.739,7.739,7.739,-0.62%,Dec,2015,16,
"Dec 15, 2015",7.787,7.787,7.787,7.787,-0.37%,Dec,2015,15,
"Dec 14, 2015",7.816,7.816,7.816,7.816,0.55%,Dec,2015,14,
"Dec 11, 2015",7.773,7.773,7.773,7.773,-0.09%,Dec,2015,11,
"Dec 10, 2015",7.78,7.78,7.78,7.78,0.03%,Dec,2015,10,
"Dec 09, 2015",7.778,7.778,7.778,7.778,-0.22%,Dec,2015,09,
"Dec 08, 2015",7.795,7.795,7.795,7.795,0.52%,Dec,2015,08,
"Dec 07, 2015",7.755,7.755,7.755,7.755,-0.05%,Dec,2015,07,
"Dec 04, 2015",7.759,7.759,7.759,7.759,0.58%,Dec,2015,04,
"Dec 03, 2015",7.714,7.714,7.714,7.714,-0.32%,Dec,2015,03,
"Dec 02, 2015",7.739,7.739,7.739,7.739,0.25%,Dec,2015,02,
"Dec 01, 2015",7.72,7.72,7.72,7.72,-0.85%,Dec,2015,01,
"Nov 30, 2015",7.786,7.786,7.786,7.786,0.26%,Nov,2015,30,
"Nov 27, 2015",7.766,7.766,7.766,7.766,0.60%,Nov,2015,27,
"Nov 26, 2015",7.72,7.72,7.72,7.72,0.23%,Nov,2015,26,
"Nov 24, 2015",7.702,7.702,7.702,7.702,-0.23%,Nov,2015,24,
"Nov 23, 2015",7.72,7.72,7.72,7.72,0.30%,Nov,2015,23,
"Nov 22, 2015",7.697,7.697,7.697,7.697,0.00%,Nov,2015,22,
"Nov 20, 2015",7.697,7.697,7.697,7.697,0.31%,Nov,2015,20,
"Nov 19, 2015",7.673,7.673,7.673,7.673,-0.12%,Nov,2015,19,
"Nov 18, 2015",7.682,7.682,7.682,7.682,0.16%,Nov,2015,18,
"Nov 17, 2015",7.67,7.67,7.67,7.67,0.21%,Nov,2015,17,
"Nov 16, 2015",7.654,7.654,7.654,7.654,0.04%,Nov,2015,16,
"Nov 13, 2015",7.651,7.651,7.651,7.651,-0.42%,Nov,2015,13,
"Nov 10, 2015",7.683,7.683,7.683,7.683,-0.57%,Nov,2015,10,
"Nov 09, 2015",7.727,7.727,7.727,7.727,0.53%,Nov,2015,09,
"Nov 06, 2015",7.686,7.686,7.686,7.686,0.08%,Nov,2015,06,
"Nov 05, 2015",7.68,7.68,7.68,7.68,0.35%,Nov,2015,05,
"Nov 04, 2015",7.653,7.653,7.653,7.653,0.08%,Nov,2015,04,
"Nov 03, 2015",7.647,7.647,7.647,7.647,0.24%,Nov,2015,03,
"Nov 02, 2015",7.629,7.629,7.629,7.629,-0.16%,Nov,2015,02,
"Oct 30, 2015",7.641,7.641,7.641,7.641,0.16%,Oct,2015,30,
"Oct 29, 2015",7.629,7.629,7.629,7.629,0.46%,Oct,2015,29,
"Oct 28, 2015",7.594,7.594,7.594,7.594,-0.13%,Oct,2015,28,
"Oct 27, 2015",7.604,7.604,7.604,7.604,-0.09%,Oct,2015,27,
"Oct 26, 2015",7.611,7.611,7.611,7.611,0.33%,Oct,2015,26,
"Oct 23, 2015",7.586,7.586,7.586,7.586,0.00%,Oct,2015,23,
"Oct 21, 2015",7.586,7.586,7.586,7.586,0.09%,Oct,2015,21,
"Oct 20, 2015",7.579,7.579,7.579,7.579,0.08%,Oct,2015,20,
"Oct 19, 2015",7.573,7.573,7.573,7.573,0.11%,Oct,2015,19,
"Oct 18, 2015",7.565,7.565,7.565,7.565,0.00%,Oct,2015,18,
"Oct 16, 2015",7.565,7.565,7.565,7.565,0.21%,Oct,2015,16,
"Oct 15, 2015",7.549,7.549,7.549,7.549,-0.07%,Oct,2015,15,
"Oct 14, 2015",7.554,7.554,7.554,7.554,-0.09%,Oct,2015,14,
"Oct 13, 2015",7.561,7.561,7.561,7.561,-0.25%,Oct,2015,13,
"Oct 12, 2015",7.58,7.58,7.58,7.58,0.46%,Oct,2015,12,
"Oct 09, 2015",7.545,7.545,7.545,7.545,0.12%,Oct,2015,09,
"Oct 08, 2015",7.536,7.536,7.536,7.536,-0.08%,Oct,2015,08,
"Oct 07, 2015",7.542,7.542,7.542,7.542,0.17%,Oct,2015,07,
"Oct 06, 2015",7.529,7.529,7.529,7.529,0.20%,Oct,2015,06,
"Oct 05, 2015",7.514,7.514,7.514,7.514,-0.65%,Oct,2015,05,
"Oct 03, 2015",7.563,7.563,7.563,7.563,0.00%,Oct,2015,03,
"Oct 01, 2015",7.563,7.563,7.563,7.563,0.29%,Oct,2015,01,
"Sep 30, 2015",7.541,7.541,7.541,7.541,-0.92%,Sep,2015,30,
"Sep 29, 2015",7.611,7.611,7.611,7.611,-1.50%,Sep,2015,29,
"Sep 28, 2015",7.727,7.727,7.727,7.727,0.14%,Sep,2015,28,
"Sep 27, 2015",7.716,7.716,7.716,7.716,0.00%,Sep,2015,27,
"Sep 24, 2015",7.716,7.716,7.716,7.716,0.00%,Sep,2015,24,
"Sep 23, 2015",7.716,7.716,7.716,7.716,0.00%,Sep,2015,23,
"Sep 22, 2015",7.716,7.716,7.716,7.716,0.16%,Sep,2015,22,
"Sep 21, 2015",7.704,7.704,7.704,7.704,0.08%,Sep,2015,21,
"Sep 18, 2015",7.698,7.698,7.698,7.698,-0.75%,Sep,2015,18,
"Sep 16, 2015",7.756,7.756,7.756,7.756,-0.04%,Sep,2015,16,
"Sep 15, 2015",7.759,7.759,7.759,7.759,0.05%,Sep,2015,15,
"Sep 14, 2015",7.755,7.755,7.755,7.755,-0.22%,Sep,2015,14,
"Sep 11, 2015",7.772,7.772,7.772,7.772,0.00%,Sep,2015,11,
"Sep 10, 2015",7.772,7.772,7.772,7.772,0.08%,Sep,2015,10,
"Sep 09, 2015",7.766,7.766,7.766,7.766,-0.08%,Sep,2015,09,
"Sep 08, 2015",7.772,7.772,7.772,7.772,-0.37%,Sep,2015,08,
"Sep 07, 2015",7.801,7.801,7.801,7.801,0.61%,Sep,2015,07,
"Sep 04, 2015",7.754,7.754,7.754,7.754,0.09%,Sep,2015,04,
"Sep 03, 2015",7.747,7.747,7.747,7.747,-0.05%,Sep,2015,03,
"Sep 02, 2015",7.751,7.751,7.751,7.751,0.00%,Sep,2015,02,
"Sep 01, 2015",7.751,7.751,7.751,7.751,-0.46%,Sep,2015,01,
"Aug 31, 2015",7.787,7.787,7.787,7.787,0.13%,Aug,2015,31,
"Aug 28, 2015",7.777,7.777,7.777,7.777,0.10%,Aug,2015,28,
"Aug 27, 2015",7.769,7.769,7.769,7.769,-0.31%,Aug,2015,27,
"Aug 26, 2015",7.793,7.793,7.793,7.793,-0.27%,Aug,2015,26,
"Aug 25, 2015",7.814,7.814,7.814,7.814,-1.00%,Aug,2015,25,
"Aug 24, 2015",7.893,7.893,7.893,7.893,1.37%,Aug,2015,24,
"Aug 21, 2015",7.786,7.786,7.786,7.786,0.49%,Aug,2015,21,
"Aug 20, 2015",7.748,7.748,7.748,7.748,0.10%,Aug,2015,20,
"Aug 19, 2015",7.74,7.74,7.74,7.74,-0.06%,Aug,2015,19,
"Aug 17, 2015",7.745,7.745,7.745,7.745,0.00%,Aug,2015,17,
"Aug 14, 2015",7.745,7.745,7.745,7.745,0.01%,Aug,2015,14,
"Aug 13, 2015",7.744,7.744,7.744,7.744,-0.67%,Aug,2015,13,
"Aug 12, 2015",7.796,7.796,7.796,7.796,0.00%,Aug,2015,12,
"Aug 11, 2015",7.796,7.796,7.796,7.796,0.06%,Aug,2015,11,
"Aug 10, 2015",7.791,7.791,7.791,7.791,-0.23%,Aug,2015,10,
"Aug 07, 2015",7.809,7.809,7.809,7.809,0.04%,Aug,2015,07,
"Aug 06, 2015",7.806,7.806,7.806,7.806,-0.42%,Aug,2015,06,
"Aug 05, 2015",7.839,7.839,7.839,7.839,-0.01%,Aug,2015,05,
"Aug 04, 2015",7.84,7.84,7.84,7.84,0.35%,Aug,2015,04,
"Aug 03, 2015",7.813,7.813,7.813,7.813,0.06%,Aug,2015,03,
"Jul 31, 2015",7.808,7.808,7.808,7.808,-0.20%,Jul,2015,31,
"Jul 30, 2015",7.824,7.824,7.824,7.824,0.15%,Jul,2015,30,
"Jul 29, 2015",7.812,7.812,7.812,7.812,0.08%,Jul,2015,29,
"Jul 28, 2015",7.806,7.806,7.806,7.806,-0.32%,Jul,2015,28,
"Jul 27, 2015",7.831,7.831,7.831,7.831,0.08%,Jul,2015,27,
"Jul 24, 2015",7.825,7.825,7.825,7.825,0.26%,Jul,2015,24,
"Jul 23, 2015",7.805,7.805,7.805,7.805,-0.29%,Jul,2015,23,
"Jul 22, 2015",7.828,7.828,7.828,7.828,-0.11%,Jul,2015,22,
"Jul 21, 2015",7.837,7.837,7.837,7.837,-0.08%,Jul,2015,21,
"Jul 20, 2015",7.843,7.843,7.843,7.843,0.15%,Jul,2015,20,
"Jul 18, 2015",7.831,7.831,7.831,7.831,0.00%,Jul,2015,18,
"Jul 17, 2015",7.831,7.831,7.831,7.831,-0.15%,Jul,2015,17,
"Jul 16, 2015",7.843,7.843,7.843,7.843,0.04%,Jul,2015,16,
"Jul 15, 2015",7.84,7.84,7.84,7.84,0.17%,Jul,2015,15,
"Jul 14, 2015",7.827,7.827,7.827,7.827,-0.56%,Jul,2015,14,
"Jul 13, 2015",7.871,7.871,7.871,7.871,0.83%,Jul,2015,13,
"Jul 10, 2015",7.806,7.806,7.806,7.806,0.18%,Jul,2015,10,
"Jul 09, 2015",7.792,7.792,7.792,7.792,0.14%,Jul,2015,09,
"Jul 08, 2015",7.781,7.781,7.781,7.781,-0.04%,Jul,2015,08,
"Jul 07, 2015",7.784,7.784,7.784,7.784,0.40%,Jul,2015,07,
"Jul 06, 2015",7.753,7.753,7.753,7.753,-0.63%,Jul,2015,06,
"Jul 03, 2015",7.802,7.802,7.802,7.802,-0.13%,Jul,2015,03,
"Jul 02, 2015",7.812,7.812,7.812,7.812,-0.08%,Jul,2015,02,
"Jul 01, 2015",7.818,7.818,7.818,7.818,-0.53%,Jul,2015,01,
"Jun 30, 2015",7.86,7.86,7.86,7.86,-0.39%,Jun,2015,30,
"Jun 29, 2015",7.891,7.891,7.891,7.891,0.46%,Jun,2015,29,
"Jun 26, 2015",7.855,7.855,7.855,7.855,0.40%,Jun,2015,26,
"Jun 25, 2015",7.824,7.824,7.824,7.824,0.29%,Jun,2015,25,
"Jun 24, 2015",7.801,7.801,7.801,7.801,0.71%,Jun,2015,24,
"Jun 23, 2015",7.746,7.746,7.746,7.746,0.14%,Jun,2015,23,
"Jun 22, 2015",7.735,7.735,7.735,7.735,0.32%,Jun,2015,22,
"Jun 19, 2015",7.71,7.71,7.71,7.71,-0.66%,Jun,2015,19,
"Jun 18, 2015",7.761,7.761,7.761,7.761,-1.15%,Jun,2015,18,
"Jun 17, 2015",7.851,7.851,7.851,7.851,-0.43%,Jun,2015,17,
"Jun 16, 2015",7.885,7.885,7.885,7.885,0.23%,Jun,2015,16,
"Jun 15, 2015",7.867,7.867,7.867,7.867,-0.30%,Jun,2015,15,
"Jun 12, 2015",7.891,7.891,7.891,7.891,0.17%,Jun,2015,12,
"Jun 11, 2015",7.878,7.878,7.878,7.878,0.66%,Jun,2015,11,
"Jun 10, 2015",7.826,7.826,7.826,7.826,0.48%,Jun,2015,10,
"Jun 09, 2015",7.789,7.789,7.789,7.789,-0.15%,Jun,2015,09,
"Jun 08, 2015",7.801,7.801,7.801,7.801,-2.28%,Jun,2015,08,
"Jun 07, 2015",7.983,7.983,7.983,7.983,0.00%,Jun,2015,07,
"Jun 05, 2015",7.983,7.983,7.983,7.983,-0.35%,Jun,2015,05,
"Jun 04, 2015",8.011,8.011,8.011,8.011,0.69%,Jun,2015,04,
"Jun 03, 2015",7.956,7.956,7.956,7.956,0.29%,Jun,2015,03,
"Jun 02, 2015",7.933,7.933,7.933,7.933,1.42%,Jun,2015,02,
"Jun 01, 2015",7.822,7.822,7.822,7.822,0.08%,Jun,2015,01,
"May 30, 2015",7.816,7.816,7.816,7.816,0.00%,May,2015,30,
"May 29, 2015",7.816,7.816,7.816,7.816,-0.51%,May,2015,29,
"May 28, 2015",7.856,7.856,7.856,7.856,-0.15%,May,2015,28,
"May 27, 2015",7.868,7.868,7.868,7.868,-0.30%,May,2015,27,
"May 26, 2015",7.892,7.892,7.892,7.892,0.34%,May,2015,26,
"May 25, 2015",7.865,7.865,7.865,7.865,0.08%,May,2015,25,
"May 22, 2015",7.859,7.859,7.859,7.859,-0.22%,May,2015,22,
"May 21, 2015",7.876,7.876,7.876,7.876,0.23%,May,2015,21,
"May 20, 2015",7.858,7.858,7.858,7.858,-0.06%,May,2015,20,
"May 19, 2015",7.863,7.863,7.863,7.863,-0.48%,May,2015,19,
"May 18, 2015",7.901,7.901,7.901,7.901,-0.55%,May,2015,18,
"May 15, 2015",7.945,7.945,7.945,7.945,0.09%,May,2015,15,
"May 14, 2015",7.938,7.938,7.938,7.938,-0.24%,May,2015,14,
"May 13, 2015",7.957,7.957,7.957,7.957,0.09%,May,2015,13,
"May 12, 2015",7.95,7.95,7.95,7.95,0.77%,May,2015,12,
"May 11, 2015",7.889,7.889,7.889,7.889,-1.15%,May,2015,11,
"May 08, 2015",7.981,7.981,7.981,7.981,-0.18%,May,2015,08,
"May 07, 2015",7.995,7.995,7.995,7.995,1.32%,May,2015,07,
"May 06, 2015",7.891,7.891,7.891,7.891,0.50%,May,2015,06,
"May 05, 2015",7.852,7.852,7.852,7.852,-0.10%,May,2015,05,
"Apr 30, 2015",7.86,7.86,7.86,7.86,0.61%,Apr,2015,30,
"Apr 29, 2015",7.812,7.812,7.812,7.812,0.59%,Apr,2015,29,
"Apr 28, 2015",7.766,7.766,7.766,7.766,-0.17%,Apr,2015,28,
"Apr 27, 2015",7.779,7.779,7.779,7.779,-0.12%,Apr,2015,27,
"Apr 24, 2015",7.788,7.788,7.788,7.788,0.37%,Apr,2015,24,
"Apr 23, 2015",7.759,7.759,7.759,7.759,0.08%,Apr,2015,23,
"Apr 22, 2015",7.753,7.753,7.753,7.753,-0.33%,Apr,2015,22,
"Apr 21, 2015",7.779,7.779,7.779,7.779,-0.21%,Apr,2015,21,
"Apr 20, 2015",7.795,7.795,7.795,7.795,0.04%,Apr,2015,20,
"Apr 17, 2015",7.792,7.792,7.792,7.792,-0.10%,Apr,2015,17,
"Apr 16, 2015",7.8,7.8,7.8,7.8,0.21%,Apr,2015,16,
"Apr 15, 2015",7.784,7.784,7.784,7.784,-0.19%,Apr,2015,15,
"Apr 13, 2015",7.799,7.799,7.799,7.799,-0.03%,Apr,2015,13,
"Apr 10, 2015",7.801,7.801,7.801,7.801,0.32%,Apr,2015,10,
"Apr 09, 2015",7.776,7.776,7.776,7.776,-0.15%,Apr,2015,09,
"Apr 08, 2015",7.788,7.788,7.788,7.788,-0.01%,Apr,2015,08,
"Apr 07, 2015",7.789,7.789,7.789,7.789,0.85%,Apr,2015,07,
"Apr 06, 2015",7.723,7.723,7.723,7.723,-0.17%,Apr,2015,06,
"Mar 31, 2015",7.736,7.736,7.736,7.736,-0.33%,Mar,2015,31,
"Mar 30, 2015",7.762,7.762,7.762,7.762,-0.19%,Mar,2015,30,
"Mar 27, 2015",7.777,7.777,7.777,7.777,-0.27%,Mar,2015,27,
"Mar 26, 2015",7.798,7.798,7.798,7.798,0.36%,Mar,2015,26,
"Mar 25, 2015",7.77,7.77,7.77,7.77,0.26%,Mar,2015,25,
"Mar 24, 2015",7.75,7.75,7.75,7.75,-0.04%,Mar,2015,24,
"Mar 23, 2015",7.753,7.753,7.753,7.753,0.08%,Mar,2015,23,
"Mar 20, 2015",7.747,7.747,7.747,7.747,-0.12%,Mar,2015,20,
"Mar 19, 2015",7.756,7.756,7.756,7.756,-0.49%,Mar,2015,19,
"Mar 18, 2015",7.794,7.794,7.794,7.794,0.12%,Mar,2015,18,
"Mar 17, 2015",7.785,7.785,7.785,7.785,-0.27%,Mar,2015,17,
"Mar 16, 2015",7.806,7.806,7.806,7.806,0.09%,Mar,2015,16,
"Mar 13, 2015",7.799,7.799,7.799,7.799,1.00%,Mar,2015,13,
"Mar 12, 2015",7.722,7.722,7.722,7.722,-0.50%,Mar,2015,12,
"Mar 11, 2015",7.761,7.761,7.761,7.761,0.14%,Mar,2015,11,
"Mar 10, 2015",7.75,7.75,7.75,7.75,0.14%,Mar,2015,10,
"Mar 09, 2015",7.739,7.739,7.739,7.739,0.40%,Mar,2015,09,
"Mar 05, 2015",7.708,7.708,7.708,7.708,0.30%,Mar,2015,05,
"Mar 04, 2015",7.685,7.685,7.685,7.685,-0.92%,Mar,2015,04,
"Mar 03, 2015",7.756,7.756,7.756,7.756,0.13%,Mar,2015,03,
"Mar 02, 2015",7.746,7.746,7.746,7.746,0.23%,Mar,2015,02,
"Feb 27, 2015",7.728,7.728,7.728,7.728,-0.16%,Feb,2015,27,
"Feb 26, 2015",7.74,7.74,7.74,7.74,0.44%,Feb,2015,26,
"Feb 25, 2015",7.706,7.706,7.706,7.706,-0.16%,Feb,2015,25,
"Feb 24, 2015",7.718,7.718,7.718,7.718,0.17%,Feb,2015,24,
"Feb 23, 2015",7.705,7.705,7.705,7.705,0.13%,Feb,2015,23,
"Feb 20, 2015",7.695,7.695,7.695,7.695,-0.19%,Feb,2015,20,
"Feb 19, 2015",7.71,7.71,7.71,7.71,0.00%,Feb,2015,19,
"Feb 18, 2015",7.71,7.71,7.71,7.71,0.01%,Feb,2015,18,
"Feb 16, 2015",7.709,7.709,7.709,7.709,0.16%,Feb,2015,16,
"Feb 13, 2015",7.697,7.697,7.697,7.697,-0.59%,Feb,2015,13,
"Feb 12, 2015",7.743,7.743,7.743,7.743,0.13%,Feb,2015,12,
"Feb 11, 2015",7.733,7.733,7.733,7.733,0.05%,Feb,2015,11,
"Feb 10, 2015",7.729,7.729,7.729,7.729,0.04%,Feb,2015,10,
"Feb 09, 2015",7.726,7.726,7.726,7.726,0.31%,Feb,2015,09,
"Feb 06, 2015",7.702,7.702,7.702,7.702,0.00%,Feb,2015,06,
"Feb 05, 2015",7.702,7.702,7.702,7.702,-0.23%,Feb,2015,05,
"Feb 04, 2015",7.72,7.72,7.72,7.72,-0.08%,Feb,2015,04,
"Feb 03, 2015",7.726,7.726,7.726,7.726,0.97%,Feb,2015,03,
"Feb 02, 2015",7.652,7.652,7.652,7.652,-0.53%,Feb,2015,02,
"Feb 01, 2015",7.693,7.693,7.693,7.693,0.00%,Feb,2015,01,
"Jan 30, 2015",7.693,7.693,7.693,7.693,-0.25%,Jan,2015,30,
"Jan 29, 2015",7.712,7.712,7.712,7.712,0.06%,Jan,2015,29,
"Jan 28, 2015",7.707,7.707,7.707,7.707,0.03%,Jan,2015,28,
"Jan 27, 2015",7.705,7.705,7.705,7.705,0.00%,Jan,2015,27,
"Jan 23, 2015",7.705,7.705,7.705,7.705,-0.10%,Jan,2015,23,
"Jan 22, 2015",7.713,7.713,7.713,7.713,0.29%,Jan,2015,22,
"Jan 21, 2015",7.691,7.691,7.691,7.691,-0.44%,Jan,2015,21,
"Jan 20, 2015",7.725,7.725,7.725,7.725,-0.01%,Jan,2015,20,
"Jan 19, 2015",7.726,7.726,7.726,7.726,0.26%,Jan,2015,19,
"Jan 16, 2015",7.706,7.706,7.706,7.706,0.13%,Jan,2015,16,
"Jan 15, 2015",7.696,7.696,7.696,7.696,-1.02%,Jan,2015,15,
"Jan 14, 2015",7.775,7.775,7.775,7.775,0.05%,Jan,2015,14,
"Jan 13, 2015",7.771,7.771,7.771,7.771,-0.50%,Jan,2015,13,
"Jan 12, 2015",7.81,7.81,7.81,7.81,-0.46%,Jan,2015,12,
"Jan 09, 2015",7.846,7.846,7.846,7.846,-0.24%,Jan,2015,09,
"Jan 08, 2015",7.865,7.865,7.865,7.865,0.08%,Jan,2015,08,
"Jan 07, 2015",7.859,7.859,7.859,7.859,-0.54%,Jan,2015,07,
"Jan 06, 2015",7.902,7.902,7.902,7.902,0.13%,Jan,2015,06,
"Jan 05, 2015",7.892,7.892,7.892,7.892,0.23%,Jan,2015,05,
"Jan 02, 2015",7.874,7.874,7.874,7.874,-0.11%,Jan,2015,02,
"Jan 01, 2015",7.883,7.883,7.883,7.883,0.33%,Jan,2015,01,
"Dec 31, 2014",7.857,7.857,7.857,7.857,-0.20%,Dec,2014,31,
"Dec 30, 2014",7.873,7.873,7.873,7.873,-0.71%,Dec,2014,30,
"Dec 29, 2014",7.929,7.929,7.929,7.929,-0.65%,Dec,2014,29,
"Dec 28, 2014",7.981,7.981,7.981,7.981,0.00%,Dec,2014,28,
"Dec 26, 2014",7.981,7.981,7.981,7.981,0.24%,Dec,2014,26,
"Dec 24, 2014",7.962,7.962,7.962,7.962,0.50%,Dec,2014,24,
"Dec 23, 2014",7.922,7.922,7.922,7.922,-0.44%,Dec,2014,23,
"Dec 22, 2014",7.957,7.957,7.957,7.957,-0.06%,Dec,2014,22,
"Dec 19, 2014",7.962,7.962,7.962,7.962,0.39%,Dec,2014,19,
"Dec 18, 2014",7.931,7.931,7.931,7.931,-0.51%,Dec,2014,18,
"Dec 17, 2014",7.972,7.972,7.972,7.972,-0.21%,Dec,2014,17,
"Dec 16, 2014",7.989,7.989,7.989,7.989,1.97%,Dec,2014,16,
"Dec 15, 2014",7.835,7.835,7.835,7.835,0.05%,Dec,2014,15,
"Dec 14, 2014",7.831,7.831,7.831,7.831,0.00%,Dec,2014,14,
"Dec 12, 2014",7.831,7.831,7.831,7.831,-0.44%,Dec,2014,12,
